name;program_id;CIP;CIP_desc;College;Department;Program;Award;year
Cuba Brown-Bernier; 42; 90101;Speech Communicatn & Rhetoric;College of Arts & Sciences;Social Sciences;Communications;Master's Degrees;2003
Lillian Harris;379;142401;Ocean & Resources Engineering;Schl of Ocean & Earth Sci & Tech;Ocean & Earth Sci & Tech;Ocean & Res Eng;Doctoral Degrees;2003
Ellie Schneider PhD;464;460000;Construction Trades, General;Career & Tech Ed;Technology;Applied Trades;Certs of Achievement;2003
Bradly Mills-Romaguera;377;450701;Geography;College of Arts & Sciences;Social Sciences;Geography;Doctoral Degrees;2003
Meryl Cormier;134;500901;Music, General;College of Arts & Sciences;Arts & Humanities;Music;Doctoral Degrees;2003
Aileen Krajcik;179;260502;Microbiology;College of Arts & Sciences;Natural Sciences;Microbiology;Doctoral Degrees;2003
Dalton Pfannerstill;265; 50102;American Studies;College of Arts & Sciences;Arts & Humanities;American Studies;Master's Degrees;2003
Farah Klocko;258;120500;Food Service;Career & Tech Ed;Food Services;Food Service - Culinary Arts;Certs of Achievement;2003
Lovisa Cremin DVM;174;400801;Physics;College of Arts & Sciences;Natural Sciences;Physics & Astronomy;Doctoral Degrees;2003
Mr. Emiliano Lindgren;470;309999;Interdisciplinary Studies;Professional Studies Division;Applied Science;Sustainable Community Food Sys;Bachelor's Degrees;2003
Miss Lilliana Berge;185; 11103;Horticulture;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Tropical Plant & Soil Sci;Doctoral Degrees;2003
Emmet Nitzsche;484;520201;Business Admin & Mgmt, General;Career & Tech Ed;Business Education;Business;Certs of Achievement;2003
Bernadette Goyette;403;240103;Humanities;Humanities Division;Humanities;Philosophy;Bachelor's Degrees;2003
Mrs. Shavonne O'Connell;305;260701;Zoology;College of Arts & Sciences;Natural Sciences;Zoology;Bachelor's Degrees;2003
Brittnie Kshlerin DDS; 32;520401;Adm Asst/Secretarial Science;Career & Tech Ed;Business Education;Business Tech;Associate Degrees;2003
Marcelo Carter;341;400501;Chemistry, General;College of Arts & Sciences;Natural Sciences;Chemistry;Doctoral Degrees;2003
Clive Hyatt;134;500901;Music, General;College of Arts & Sciences;Arts & Humanities;Music;Doctoral Degrees;2003
Manson Jakubowski;396; 50103;Asian Studies;Schl of Pacific & Asian Studies;Pacific & Asian Studies;Asian Studies;Bachelor's Degrees;2003
Hart Koch;114;520101;General Business;Career & Tech Ed;Business Education;Business Careers;Associate Degrees;2003
Sterling McCullough;189;309999;Interdisciplinary Studies;Professional Studies Division;Applied Science;Respiratory Care;Bachelor's Degrees;2003
Tillman Ernser;472;512201;Pub Health Sci & Epidemiology;School of Social Work;School of Social Work;Public Health;Master's Degrees;2003
Dr. Aarav Morissette;401;220202;Programs for Foreign Lawyers;School of Law;School of Law;Master in Law;Master's Degrees;2003
Rodrigo Stanton V;400;260702;Entomology;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Plant & Env Protect Sci;Master's Degrees;2003
Donavan Daniel I;427; 30599;Trop Forest Eco Mgmt & Agrofor;Career & Tech Ed;Technology;Trop Forest Ecosys & Agrof Mgt;Certs of Achievement;2003
Collier Hahn;136;260701;Zoology;College of Arts & Sciences;Natural Sciences;Zoology;Doctoral Degrees;2003
Cloyd Jaskolski;408;460302;Elec Install & Maint Tech;Career & Tech Ed;Technology;Electrical Install/Maint Tech;Certs of Achievement;2003
Dwan Berge PhD;  2;460201;Carpentry;Career & Tech Ed;Technology;Carpentry Technology;Associate Degrees;2003
Brandon Rutherford; 27;110701;Computer Science;College of Arts & Sciences;Natural Sciences;Information & Comp Sci;Master's Degrees;2003
Mr. Hosteen Rosenbaum Sr.;365; 11001;Food Science & Technology;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Hum Nutr, Food & Animal Sci;Master's Degrees;2003
Irvine Feil-Heller;375;520201;Business Admin & Mgmt, General;Career & Tech Ed;Business Education;Management;Certs of Achievement;2003
Ms. Olivia Bradtke PhD;235;513801;Registered Nursing/Reg Nurse;Schl of Nurs & Dental Hygiene;Nursing & Dental Hygiene;Nursing, Upper Division;Bachelor's Degrees;2003
Nealie Streich;  2;460201;Carpentry;Career & Tech Ed;Technology;Carpentry Technology;Associate Degrees;2003
Dr. Richard Kihn; 22;400404;Meteorology;Schl of Ocean & Earth Sci & Tech;Ocean & Earth Sci & Tech;Meteorology;Bachelor's Degrees;2003
Orilla Hermann-Johnston;244;521401;Marketing;College of Business Admin;Business Administration;Marketing;Bachelor's Degrees;2003
Dr. Dann Langosh III;423;520799;Entrep & Small Business, Other;Career & Tech Ed;Business Education;Applied Business & Information Tech;Bachelor's Degrees;2003
Santa Langosh PhD; 82;450101;Social Sciences;Social Sciences Division;Social Science;Economics & Finance;Bachelor's Degrees;2003
Alto Langosh;407;190504;Human Nutrition;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Hum Nutr, Food & Animal Sci;Doctoral Degrees;2003
Corey Schroeder;366;520301;Accounting;College of Business Admin;Business Administration;School of Accountancy;Bachelor's Degrees;2003
Xena Gislason-Bauch;319;420101;Psychology, General;College of Arts & Sciences;Social Sciences;Psychology;Master's Degrees;2003
Erich Kreiger PhD;225;160301;Chinese;College of Arts & Sciences;Lang, Ling & Lit;East Asian Lang & Lit;Bachelor's Degrees;2003
Agatha Turner;242;310505;Exercise & Sports Science;College of Education;Education;Kinesiology & Leisure Sci;Master's Degrees;2003
Trudi Bernhard; 57;520904;Hotel Operations;Career & Tech Ed;Business Education;Hospitality & Tourism;Associate Degrees;2003
Karri Lind-Cummerata;132;260305;Plant Pathology;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Plant & Env Protect Sci;Doctoral Degrees;2003
Larue Auer;261;470201;Refrigeration & Air Cond;Career & Tech Ed;Technology;Refrigeration & Air Cond Tech;Certs of Achievement;2003
Irwin Schmidt;187;160301;Chinese;College of Arts & Sciences;Lang, Ling & Lit;East Asian Lang & Lit;Doctoral Degrees;2003
Miss Sofia Jenkins;459;400202;Astrophysics;College of Arts & Sciences;Natural Sciences;Physics & Astronomy;Bachelor's Degrees;2003
Mr. Gerry Gorczany;472;512201;Pub Health Sci & Epidemiology;School of Social Work;School of Social Work;Public Health;Master's Degrees;2003
Math Goldner-Ernser;400;260702;Entomology;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Plant & Env Protect Sci;Master's Degrees;2003
Davey Mertz;317;422806;Educational Psychology;College of Education;Education;Educational Psychology;Master's Degrees;2003
Kiarra Mohr;277;520201;Business Admin & Mgmt, General;Professional Studies Division;Business Administration;General Business Admin;Bachelor's Degrees;2003
Russel Sawayn; 51;260406;Cell/Cellular & Molecular Biol;School of Medicine;School of Medicine;Cell & Molecular Biology;Master's Degrees;2003
Gilmer Smitham Sr.; 33;120500;Food Service;Career & Tech Ed;Food Services;Culinary Arts;Certs of Achievement;2003
Vada Hermann-Fahey;495;512201;Pub Health Sci & Epidemiology;School of Social Work;School of Social Work;Public Health;Doctoral Degrees;2003
Bella Considine;195;451101;Sociology;College of Arts & Sciences;Social Sciences;Sociology;Bachelor's Degrees;2003
Kory Lehner;327;460302;Elec Install & Maint Tech;Career & Tech Ed;Technology;Electrical Install/Maint Tech;Associate Degrees;2003
Coretta Marvin;118;380201;Religion;College of Arts & Sciences;Arts & Humanities;Religion;Bachelor's Degrees;2003
Alonzo Smitham; 72;480508;Welding;Career & Tech Ed;Technology;Mach, Weld & Ind Mech Tech;Associate Degrees;2003
Milo Abernathy; 46;422806;Educational Psychology;College of Education;Education;Educational Psychology;Doctoral Degrees;2003
Gale Berge;306;190902;Apparel & Textile Manufacture;Career & Tech Ed;Technology;Fashion Technology;Associate Degrees;2003
Anais Leannon;161;451101;Sociology;College of Arts & Sciences;Social Sciences;Sociology;Doctoral Degrees;2003
Paityn Schultz;166;450101;Social Sciences;Social Sciences Division;Social Science;Sociology;Bachelor's Degrees;2003
Elon Davis-Brown;222;512001;Pharmacy;College of Pharmacy;Pharmacy;Pharmacy Studies;Bachelor's Degrees;2003
Brionna Wiegand;343;510204;Speech Pathology & Audiology;School of Medicine;School of Medicine;Speech Pathology & Audiology;Master's Degrees;2003
Dr. Johnnie Mraz;284;131205;Secondary Education;College of Arts & Sciences;Social Sciences;Education;Other;2003
Miss Clementina Watsica;129;151202;Electronics & Comp Engin Tech;Career & Tech Ed;Technology;Electronics & Comp Engin Tech;Associate Degrees;2003
Meaghan Monahan;198;400607;Oceanography;Schl of Ocean & Earth Sci & Tech;Ocean & Earth Sci & Tech;Oceanography;Master's Degrees;2003
Mauricio Bartoletti;163;169999;Foreign Languages & Lit, Oth;Hawai`inuiakea Sch Hawn Knowledge;Hawaiian Language;Hawaiian;Bachelor's Degrees;2003
Ms. Orah Barrows PhD;377;450701;Geography;College of Arts & Sciences;Social Sciences;Geography;Doctoral Degrees;2003
Ebb Gerlach;288;141901;Mechanical Engineering;College of Engineering;Engineering;Mechanical Engineering;Doctoral Degrees;2003
Ennis Robel-Watsica;453;309999;Interdisciplinary Studies;Professional Studies Division;Applied Science;Creative Media;Bachelor's Degrees;2003
Maymie Schneider;319;420101;Psychology, General;College of Arts & Sciences;Social Sciences;Psychology;Master's Degrees;2003
Mason Morar-Wilkinson; 23;450101;Social Sciences;Social Sciences Division;Social Science;Political Science;Bachelor's Degrees;2003
Columbus McLaughlin V;199; 30201;Natural Resource Mgmt & Policy;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Nat Res & Env Mgt;Doctoral Degrees;2003
Perry Gutkowski;396; 50103;Asian Studies;Schl of Pacific & Asian Studies;Pacific & Asian Studies;Asian Studies;Bachelor's Degrees;2003
Vincenza Hackett;240;169999;Foreign Languages & Lit, Oth;Hawai`inuiakea Sch Hawn Knowledge;Hawaiian Language;Hawaiian;Master's Degrees;2003
Helmer Stark PhD;229;450701;Geography;College of Arts & Sciences;Social Sciences;Geography;Bachelor's Degrees;2003
Marion Schiller-Bayer;150;450201;Anthropology;College of Arts & Sciences;Social Sciences;Anthropology;Doctoral Degrees;2003
Sunshine Nader;350; 10901;Animal Science;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Hum Nutr, Food & Animal Sci;Bachelor's Degrees;2003
Rand Herman;286;540101;History;College of Arts & Sciences;Social Sciences;History;Bachelor's Degrees;2003
Ocie Rodriguez; 83;430203;Fire & Environtl Emerg Resp;Career & Tech Ed;Public Services;Fire Science;Associate Degrees;2003
Dr. Laverne Lockman IV; 29;131205;Secondary Education;College of Education;Education;Inst for Teacher Ed;Bachelor's Degrees;2003
Drema Block;297;400601;Geology;College of Arts & Sciences;Natural Sciences;Geology;Bachelor's Degrees;2003
Adriane Rowe; 67; 90101;Speech Communicatn & Rhetoric;College of Arts & Sciences;Arts & Humanities;Speech;Bachelor's Degrees;2003
Emmit Prohaska-Eichmann;461;470617;High Perfrm&Cstm EngTech/Mech;Career & Tech Ed;Technology;Automotive Mechanics Tech;Associate Degrees;2003
Nolia Willms;348;400501;Chemistry, General;College of Arts & Sciences;Natural Sciences;Chemistry;Master's Degrees;2003
Benton Nader;452;521001;Human Resource Management;College of Business Admin;Business Administration;Mgt & Industrial Rel;Master's Degrees;2003
Ms. Una Nolan;343;510204;Speech Pathology & Audiology;School of Medicine;School of Medicine;Speech Pathology & Audiology;Master's Degrees;2003
Nasir Waelchi Jr.;202;110101;Computer/Info Science, General;Career & Tech Ed;Business Education;Information & Computer Science;Associate Degrees;2003
Tiny Hahn;290;270101;Mathematics, General;College of Arts & Sciences;Natural Sciences;Mathematics;Doctoral Degrees;2003
Kory Kreiger;215;410101;Biology Technician;Career & Tech Ed;Technology;Agripharmatech;Certs of Achievement;2003
Keeley Keeling;157;270101;Mathematics, General;College of Arts & Sciences;Natural Sciences;Mathematics;Master's Degrees;2003
Jamari Hyatt;330; 40401;EnvironmentalDesign/Arch;School of Architecture;School of Architecture;Environmental Design;Bachelor's Degrees;2003
Reagan Gutkowski-Bode;488;100304;Animation, Interactive Tech, V;General & Pre-Prof Ed;Humanities;Creative Media;Associate Degrees;2003
Alycia Hegmann; 54;250101;Library Studies;College of Arts & Sciences;Natural Sciences;Information & Comp Sci;Master's Degrees;2003
Taylor Cassin;107;301901;Food Science & Human Nutrition;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Hum Nutr, Food & Animal Sci;Master's Degrees;2003
Marcelina McLaughlin;359;150699;Applied Trades;Career & Tech Ed;Technology;Applied Trades;Associate Degrees;2003
Reina Harvey;241;513801;Registered Nursing/Reg Nurse;College of Arts & Sciences;School of Nursing;Nursing;Bachelor's Degrees;2003
Ms. Gwenda McKenzie DVM; 43;260701;Zoology;College of Arts & Sciences;Natural Sciences;Zoology;Master's Degrees;2003
Nila Parker;381;510601;Dental Assisting;Career & Tech Ed;Health Services;Dental Assisting;Certs of Achievement;2003
Derald Legros IV;108;270101;Mathematics, General;College of Arts & Sciences;Natural Sciences;Mathematics;Bachelor's Degrees;2003
Alma Rice DVM;429;261201;Biotechnology;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Molecular Biosci & Bioeng;Bachelor's Degrees;2003
Dr. Jaelynn Kuvalis DDS;159;520301;Accounting;Col of Business & Economics;Accounting;;Bachelor's Degrees;2003
Mrs. Rafaela Howell DDS;121;140801;Civil Engineering;College of Engineering;Engineering;Civil Engineering;Master's Degrees;2003
Lenord Schaefer;239;470101;Electrical Install/Maint Tech;Career & Tech Ed;Technology;Electrical Install/Maint Tech;Associate Degrees;2003
Callie Abernathy;263;310505;Exercise & Sports Science;College of Education;Education;Kinesiology & Rehab Sci;Master's Degrees;2003
Willie Wolff; 59;140301;Agricultural Engineering;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Molecular Biosci & Bioeng;Master's Degrees;2003
Londyn Lindgren;162;301801;Natural Science;General & Pre-Prof Ed;Natural Sciences;Natural Science;Associate Degrees;2003
Kymani Watsica; 69;301901;Food Science & Human Nutrition;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Hum Nutr, Food & Animal Sci;Bachelor's Degrees;2003
Ms. Hallie Weissnat PhD;380;510808;Vet/Animal Hlth Tech &Vet Asst;Career & Tech Ed;Health Services;Veterinary Technology;Associate Degrees;2003
Hattie Emmerich;253;400801;Physics;College of Arts & Sciences;Natural Sciences;Physics;Bachelor's Degrees;2003
Dimitri Kohler;397;130101;Education, General;Education;Education;Education;Bachelor's Degrees;2003
Loren Harber;366;520301;Accounting;College of Business Admin;Business Administration;School of Accountancy;Bachelor's Degrees;2003
Dr. Minoru Waelchi Sr.;458;470617;High Perfrm&Cstm EngTech/Mech;Career & Tech Ed;Technology;Automotive Tech;Associate Degrees;2003
Davis Champlin;279;260503;Medical Micro & Bacteriology;School of Medicine;School of Medicine;Biomed Sci (Tropical Medicine);Master's Degrees;2003
Derrell Greenholt Sr.;345;131501;Teacher Assistant/Aide;Career & Tech Ed;Public Services;Educational Paraprofessional;Associate Degrees;2003
Austen Cassin;202;110101;Computer/Info Science, General;Career & Tech Ed;Business Education;Information & Computer Science;Associate Degrees;2003
Pearla Kerluke; 35;470603;Auto Body Repair & Painting;Career & Tech Ed;Technology;Auto Body Repair & Painting;Associate Degrees;2003
Concepcion Smitham-Feil;445;151303;Arch Engineering & CAD Tech;Career & Tech Ed;Technology;Architectural Eng & CAD Tech;Certs of Achievement;2003
Rasheed Schmidt;359;150699;Applied Trades;Career & Tech Ed;Technology;Applied Trades;Associate Degrees;2003
Nevada Morissette-Toy;372;520903;Travel Industry Management;School of Travel Industry Mgt;Travel Industry Management;Travel Industry Management;Bachelor's Degrees;2003
Addison Kunze DDS;229;450701;Geography;College of Arts & Sciences;Social Sciences;Geography;Bachelor's Degrees;2003
Marilou McCullough;309;120500;Food Service;Career & Tech Ed;Food Services;Culinary Arts;Other;2003
Mr. Donte Price DDS;293;161001;Am Ind/Nat Am Lang Lit Ling;Ka Haka Ula O Keelikolani;Hawaiian Lang & Lit;Indigenous Lang & Culture Educ;Master's Degrees;2003
Malissie Lowe;183;500999;Music, Other;Career & Tech Ed;Technology;Music & Entertain Learning Exp;Associate Degrees;2003
Kamron Okuneva;167; 10901;Animal Science;Col of Trop Ag & Human Res;Tropical Ag & Human Res;Hum Nutr, Food & Animal Sci;Master's Degrees;2003
Lucien Auer;  6; 30103;Environmental Studies;College of Arts & Sciences;Social Sciences;Environmental Studies;Bachelor's Degrees;2003
Launa Graham; 62; 50202;American Indian/Native Studies;Career & Tech Ed;Technology;Hawaiian Life Styles;Associate Degrees;2003
Nils Connelly;463; 11101;Plant Sciences, General;Career & Tech Ed;Technology;Plant Bioscience;Associate Degrees;2003
Esker Schinner;294;140801;Civil Engineering;College of Engineering;Engineering;Civil Engineering;Doctoral Degrees;2003
